date,service,kitchen,dishwasher
05/01/2022,0.0,0.0,0.0
06/01/2022,0.0,0.0,0.0
07/01/2022,0.0,0.0,0.0
08/01/2022,0.0,0.0,0.0
09/01/2022,0.0,0.0,0.0
10/01/2022,7.0,0.0,0.0
11/01/2022,0.0,0.0,0.0
12/01/2022,0.0,0.0,0.0
13/01/2022,0.0,0.0,0.0
14/01/2022,0.0,12.0,11.0
15/01/2022,0.0,0.0,0.0
16/01/2022,0.0,0.0,0.0
17/01/2022,0.0,0.0,0.0
18/01/2022,0.0,0.0,0.0
19/01/2022,0.0,0.0,0.0
20/01/2022,4.0,0.0,0.0
21/01/2022,0.0,0.0,0.0
22/01/2022,0.0,0.0,0.0
23/01/2022,0.0,0.0,0.0
24/01/2022,0.0,10.0,0.0
25/01/2022,8.0,29.0,4.0
26/01/2022,101.0,60.0,37.0
27/01/2022,107.0,54.0,36.0
28/01/2022,98.0,57.0,39.0
29/01/2022,127.0,65.0,43.0
30/01/2022,127.0,59.0,41.0
31/01/2022,67.0,39.0,34.0
01/02/2022,59.0,54.0,34.0
02/02/2022,79.0,48.0,37.0
03/02/2022,74.0,43.0,39.0
04/02/2022,87.0,48.0,39.0
05/02/2022,129.0,66.0,35.0
06/02/2022,79.0,52.0,37.0
07/02/2022,72.0,56.0,34.0
08/02/2022,68.0,62.0,33.0
09/02/2022,73.0,58.0,33.0
10/02/2022,83.0,55.0,39.0
11/02/2022,90.0,69.0,37.0
12/02/2022,127.0,73.0,34.0
13/02/2022,96.0,59.0,37.0
14/02/2022,93.0,65.0,39.0
15/02/2022,68.0,53.0,30.0
16/02/2022,64.0,60.0,32.0
17/02/2022,77.0,47.0,38.0
18/02/2022,67.0,58.0,36.0
19/02/2022,121.0,83.0,44.0
20/02/2022,85.0,68.0,38.0
21/02/2022,61.0,54.0,29.0
22/02/2022,76.0,49.0,32.0
23/02/2022,71.0,59.0,38.0
24/02/2022,76.0,58.0,43.0
25/02/2022,97.0,65.0,38.0
26/02/2022,125.0,85.0,44.0
27/02/2022,100.0,83.0,39.0
28/02/2022,85.0,59.0,37.0
01/03/2022,82.0,69.0,39.0
02/03/2022,79.0,69.0,36.0
03/03/2022,78.0,57.0,38.0
04/03/2022,110.0,76.0,36.0
05/03/2022,122.0,98.0,35.0
06/03/2022,122.0,90.0,40.0
07/03/2022,79.0,68.0,34.0
08/03/2022,76.0,64.0,33.0
09/03/2022,84.0,68.0,34.0
10/03/2022,78.0,69.0,40.0
11/03/2022,94.0,71.0,39.0
12/03/2022,122.0,92.0,34.0
13/03/2022,108.0,78.0,40.0
14/03/2022,83.0,72.0,35.0
15/03/2022,77.0,64.0,38.0
16/03/2022,74.0,70.0,39.0
17/03/2022,90.0,63.0,32.0
18/03/2022,100.0,73.0,30.0
19/03/2022,130.0,84.0,50.0
20/03/2022,104.0,80.0,32.0
21/03/2022,88.0,64.0,32.0
22/03/2022,82.0,66.0,39.0
23/03/2022,105.0,70.0,35.0
24/03/2022,105.0,70.0,30.0
25/03/2022,122.0,81.0,33.0
26/03/2022,134.0,92.0,43.0
27/03/2022,122.0,86.0,43.0
28/03/2022,104.0,78.0,33.0
29/03/2022,97.0,65.0,41.0
30/03/2022,104.0,68.0,37.0
31/03/2022,101.0,68.0,40.0
01/04/2022,106.0,65.0,40.0
02/04/2022,133.0,85.0,46.0
03/04/2022,120.0,67.0,55.0
04/04/2022,99.0,74.0,31.0
05/04/2022,92.0,70.0,39.0
06/04/2022,100.0,67.0,37.0
07/04/2022,100.0,82.0,38.0
08/04/2022,115.0,89.0,43.0
09/04/2022,142.0,100.0,43.0
10/04/2022,126.0,80.0,44.0
11/04/2022,119.0,70.0,32.0
12/04/2022,114.0,68.0,40.0
13/04/2022,117.0,75.0,36.0
14/04/2022,113.0,78.0,40.0
15/04/2022,141.0,85.0,44.0
16/04/2022,141.0,95.0,36.0
17/04/2022,135.0,79.0,57.0
18/04/2022,147.0,79.0,53.0
19/04/2022,109.0,81.0,41.0
20/04/2022,121.0,84.0,36.0
21/04/2022,116.0,84.0,43.0
22/04/2022,125.0,93.0,44.0
23/04/2022,141.0,94.0,42.0
24/04/2022,130.0,100.0,46.0
25/04/2022,121.0,72.0,37.0
26/04/2022,128.0,74.0,39.0
27/04/2022,115.0,83.0,42.0
28/04/2022,100.0,67.0,48.0
29/04/2022,116.0,93.0,53.0
30/04/2022,159.0,96.0,61.0
01/05/2022,126.0,79.0,68.0
02/05/2022,110.0,69.0,38.0
03/05/2022,110.0,73.0,45.0
04/05/2022,128.0,82.0,53.0
05/05/2022,127.0,74.0,46.0
06/05/2022,140.0,87.0,56.0
07/05/2022,164.0,98.0,41.0
08/05/2022,117.0,67.0,44.0
09/05/2022,127.0,81.0,37.0
10/05/2022,109.0,68.0,43.0
11/05/2022,121.0,68.0,32.0
12/05/2022,116.0,78.0,48.0
13/05/2022,114.0,75.0,46.0
14/05/2022,140.0,91.0,40.0
15/05/2022,123.0,82.0,46.0
16/05/2022,103.0,80.0,35.0
17/05/2022,118.0,79.0,40.0
18/05/2022,106.0,81.0,35.0
19/05/2022,109.0,72.0,50.0
20/05/2022,106.0,83.0,50.0
21/05/2022,139.0,85.0,40.0
22/05/2022,140.0,73.0,56.0
23/05/2022,126.0,78.0,44.0
24/05/2022,118.0,75.0,45.0
25/05/2022,111.0,89.0,45.0
26/05/2022,134.0,83.0,43.0
27/05/2022,158.0,91.0,60.0
28/05/2022,134.0,89.0,51.0
29/05/2022,143.0,71.0,56.0
30/05/2022,134.0,81.0,41.0
31/05/2022,123.0,68.0,40.0
01/06/2022,125.0,80.0,36.0
02/06/2022,125.0,73.0,39.0
03/06/2022,138.0,84.0,49.0
04/06/2022,141.0,90.0,54.0
05/06/2022,148.0,76.0,55.0
06/06/2022,133.0,86.0,51.0
07/06/2022,120.0,81.0,46.0
08/06/2022,136.0,89.0,37.0
09/06/2022,120.0,80.0,32.0
10/06/2022,149.0,87.0,41.0
11/06/2022,136.0,95.0,41.0
12/06/2022,128.0,77.0,57.0
13/06/2022,130.0,82.0,39.0
14/06/2022,129.0,76.0,50.0
15/06/2022,139.0,89.0,36.0
16/06/2022,133.0,87.0,38.0
17/06/2022,134.0,78.0,40.0
18/06/2022,153.0,88.0,49.0
19/06/2022,136.0,76.0,57.0
20/06/2022,126.0,79.0,47.0
21/06/2022,136.0,73.0,38.0
22/06/2022,132.0,80.0,44.0
23/06/2022,148.0,83.0,44.0
24/06/2022,146.0,84.0,49.0
25/06/2022,152.0,85.0,53.0
26/06/2022,157.0,72.0,58.0
27/06/2022,125.0,82.0,44.0
28/06/2022,124.0,74.0,38.0
29/06/2022,127.0,83.0,51.0
30/06/2022,120.0,86.0,42.0
01/07/2022,136.0,80.0,48.0
02/07/2022,160.0,92.0,50.0
03/07/2022,156.0,102.0,46.0
04/07/2022,129.0,76.0,38.0
05/07/2022,133.0,84.0,47.0
06/07/2022,127.0,76.0,41.0
07/07/2022,130.0,85.0,51.0
08/07/2022,151.0,82.0,49.0
09/07/2022,158.0,94.0,59.0
10/07/2022,129.0,79.0,43.0
11/07/2022,133.0,79.0,45.0
12/07/2022,125.0,81.0,47.0
13/07/2022,143.0,82.0,42.0
14/07/2022,132.0,87.0,49.0
15/07/2022,143.0,79.0,52.0
16/07/2022,170.0,85.0,49.0
17/07/2022,151.0,85.0,47.0
18/07/2022,124.0,79.0,46.0
19/07/2022,129.0,79.0,54.0
20/07/2022,132.0,81.0,41.0
21/07/2022,125.0,89.0,50.0
22/07/2022,142.0,88.0,49.0
23/07/2022,152.0,94.0,54.0
24/07/2022,153.0,87.0,43.0
25/07/2022,142.0,84.0,39.0
26/07/2022,122.0,79.0,47.0
27/07/2022,132.0,87.0,50.0
28/07/2022,133.0,91.0,42.0
29/07/2022,142.0,94.0,51.0
30/07/2022,156.0,100.0,46.0
31/07/2022,131.0,86.0,44.0
01/08/2022,143.0,76.0,38.0
02/08/2022,146.0,78.0,50.0
03/08/2022,144.0,89.0,54.0
04/08/2022,149.0,86.0,49.0
05/08/2022,157.0,79.0,42.0
06/08/2022,151.0,82.0,53.0
07/08/2022,147.0,82.0,34.0
08/08/2022,127.0,81.0,50.0
09/08/2022,130.0,92.0,52.0
10/08/2022,121.0,93.0,30.0
11/08/2022,161.0,88.0,52.0
12/08/2022,154.0,78.0,49.0
13/08/2022,143.0,76.0,63.0
14/08/2022,126.0,80.0,57.0
15/08/2022,110.0,77.0,51.0
16/08/2022,152.0,90.0,54.0
17/08/2022,141.0,78.0,51.0
18/08/2022,160.0,76.0,56.0
19/08/2022,157.0,91.0,60.0
20/08/2022,158.0,105.0,53.0
21/08/2022,152.0,75.0,58.0
22/08/2022,132.0,82.0,51.0
23/08/2022,149.0,87.0,54.0
24/08/2022,138.0,72.0,41.0
25/08/2022,136.0,81.0,48.0
26/08/2022,162.0,100.0,52.0
27/08/2022,155.0,100.0,58.0
28/08/2022,144.0,80.0,59.0
29/08/2022,130.0,80.0,43.0
30/08/2022,145.0,90.0,50.0
31/08/2022,152.0,86.0,53.0
01/09/2022,150.0,92.0,54.0
02/09/2022,159.0,94.0,51.0
03/09/2022,138.0,102.0,60.0
04/09/2022,144.0,82.0,62.0
05/09/2022,136.0,84.0,45.0
06/09/2022,136.0,83.0,53.0
07/09/2022,132.0,88.0,42.0
08/09/2022,142.0,81.0,43.0
09/09/2022,148.0,95.0,44.0
10/09/2022,166.0,95.0,58.0
11/09/2022,155.0,98.0,50.0
12/09/2022,148.0,93.0,44.0
13/09/2022,146.0,87.0,46.0
14/09/2022,147.0,80.0,44.0
15/09/2022,136.0,91.0,53.0
16/09/2022,151.0,98.0,53.0
17/09/2022,172.0,97.0,58.0
18/09/2022,157.0,86.0,50.0
19/09/2022,126.0,74.0,37.0
20/09/2022,136.0,75.0,48.0
21/09/2022,125.0,79.0,42.0
22/09/2022,131.0,74.0,47.0
23/09/2022,138.0,91.0,46.0
24/09/2022,167.0,79.0,51.0
25/09/2022,145.0,90.0,48.0
26/09/2022,122.0,78.0,37.0
27/09/2022,112.0,70.0,46.0
28/09/2022,127.0,68.0,37.0
29/09/2022,123.0,76.0,42.0
30/09/2022,129.0,93.0,49.0
01/10/2022,147.0,87.0,56.0
02/10/2022,140.0,71.0,57.0
03/10/2022,115.0,67.0,41.0
04/10/2022,130.0,70.0,47.0
05/10/2022,132.0,81.0,33.0
06/10/2022,140.0,92.0,41.0
07/10/2022,134.0,88.0,49.0
08/10/2022,159.0,93.0,53.0
09/10/2022,138.0,81.0,56.0
10/10/2022,130.0,83.0,41.0
11/10/2022,108.0,79.0,47.0
12/10/2022,132.0,79.0,44.0
13/10/2022,113.0,86.0,38.0
14/10/2022,148.0,89.0,45.0
15/10/2022,161.0,89.0,47.0
16/10/2022,151.0,77.0,57.0
17/10/2022,125.0,79.0,32.0
18/10/2022,125.0,85.0,40.0
19/10/2022,123.0,74.0,33.0
20/10/2022,125.0,97.0,28.0
21/10/2022,151.0,100.0,47.0
22/10/2022,152.0,96.0,42.0
23/10/2022,123.0,70.0,54.0
24/10/2022,120.0,77.0,32.0
25/10/2022,115.0,78.0,46.0
26/10/2022,132.0,76.0,42.0
27/10/2022,123.0,76.0,38.0
28/10/2022,148.0,78.0,52.0
29/10/2022,151.0,93.0,50.0
30/10/2022,165.0,83.0,45.0
31/10/2022,114.0,86.0,37.0
01/11/2022,131.0,87.0,47.0
02/11/2022,124.0,75.0,45.0
03/11/2022,128.0,73.0,40.0
04/11/2022,132.0,78.0,46.0
05/11/2022,158.0,91.0,49.0
06/11/2022,124.0,87.0,45.0
07/11/2022,106.0,71.0,30.0
08/11/2022,112.0,71.0,44.0
09/11/2022,127.0,76.0,37.0
10/11/2022,120.0,73.0,38.0
11/11/2022,138.0,76.0,42.0
12/11/2022,190.0,101.0,55.0
13/11/2022,145.0,86.0,44.0
14/11/2022,128.0,83.0,43.0
15/11/2022,135.0,82.0,45.0
16/11/2022,157.0,76.0,39.0
17/11/2022,134.0,92.0,42.0
18/11/2022,157.0,86.0,44.0
19/11/2022,179.0,100.0,44.0
20/11/2022,153.0,91.0,53.0
21/11/2022,140.0,74.0,34.0
22/11/2022,130.0,83.0,46.0
23/11/2022,127.0,80.0,44.0
24/11/2022,140.0,91.0,40.0
25/11/2022,150.0,84.0,46.0
26/11/2022,155.0,94.0,50.0
27/11/2022,132.0,82.0,52.0
28/11/2022,114.0,71.0,31.0
29/11/2022,114.0,71.0,44.0
30/11/2022,129.0,83.0,35.0
01/12/2022,125.0,83.0,38.0
02/12/2022,147.0,91.0,48.0
03/12/2022,147.0,86.0,51.0
04/12/2022,126.0,89.0,53.0
05/12/2022,107.0,76.0,30.0
06/12/2022,121.0,83.0,47.0
07/12/2022,114.0,77.0,36.0
08/12/2022,129.0,68.0,51.0
09/12/2022,126.0,90.0,53.0
10/12/2022,152.0,94.0,57.0
11/12/2022,132.0,94.0,53.0
12/12/2022,110.0,81.0,30.0
13/12/2022,103.0,79.0,24.0
14/12/2022,101.0,73.0,44.0
15/12/2022,95.0,84.0,29.0
16/12/2022,127.0,78.0,53.0
17/12/2022,175.0,89.0,49.0
18/12/2022,99.0,89.0,55.0
19/12/2022,104.0,79.0,30.0
20/12/2022,100.0,79.0,48.0
21/12/2022,119.0,90.0,28.0
22/12/2022,124.0,84.0,37.0
23/12/2022,163.0,84.0,52.0
24/12/2022,60.0,56.0,25.0
25/12/2022,145.0,77.0,17.0
26/12/2022,146.0,85.0,53.0
27/12/2022,139.0,84.0,55.0
28/12/2022,119.0,93.0,47.0
29/12/2022,166.0,87.0,57.0
30/12/2022,159.0,87.0,54.0
31/12/2022,130.0,94.0,51.0
01/01/2023,154.0,80.0,54.0
02/01/2023,135.0,69.0,41.0
03/01/2023,109.0,68.0,53.0
04/01/2023,108.0,70.0,49.0
05/01/2023,150.0,79.0,48.0
06/01/2023,126.0,73.0,61.0
07/01/2023,173.0,93.0,42.0
08/01/2023,101.0,89.0,44.0
09/01/2023,118.0,74.0,29.0
10/01/2023,78.0,71.0,48.0
11/01/2023,104.0,85.0,47.0
12/01/2023,106.0,80.0,43.0
13/01/2023,131.0,78.0,51.0
14/01/2023,162.0,92.0,58.0
15/01/2023,93.0,80.0,41.0
16/01/2023,75.0,67.0,28.0
17/01/2023,98.0,80.0,52.0
18/01/2023,69.0,67.0,34.0
19/01/2023,89.0,76.0,38.0
20/01/2023,113.0,75.0,42.0
21/01/2023,136.0,96.0,56.0
22/01/2023,114.0,83.0,44.0
23/01/2023,77.0,78.0,38.0
24/01/2023,102.0,59.0,46.0
25/01/2023,101.0,67.0,52.0
26/01/2023,101.0,87.0,39.0
27/01/2023,134.0,76.0,45.0
28/01/2023,145.0,101.0,40.0
29/01/2023,99.0,90.0,49.0
30/01/2023,87.0,71.0,39.0
31/01/2023,89.0,69.0,49.0
01/02/2023,111.0,76.0,37.0
02/02/2023,105.0,76.0,47.0
03/02/2023,132.0,96.0,51.0
04/02/2023,128.0,97.0,55.0
05/02/2023,110.0,83.0,43.0
06/02/2023,102.0,76.0,42.0
07/02/2023,83.0,83.0,49.0
08/02/2023,80.0,64.0,37.0
09/02/2023,96.0,74.0,53.0
10/02/2023,140.0,83.0,41.0
11/02/2023,164.0,86.0,57.0
12/02/2023,78.0,82.0,51.0
13/02/2023,104.0,66.0,41.0
14/02/2023,165.0,85.0,62.0
15/02/2023,93.0,82.0,43.0
16/02/2023,128.0,86.0,50.0
17/02/2023,153.0,85.0,44.0
18/02/2023,133.0,100.0,34.0
19/02/2023,104.0,81.0,45.0
20/02/2023,88.0,71.0,40.0
21/02/2023,103.0,79.0,48.0
22/02/2023,104.0,84.0,44.0
23/02/2023,122.0,101.0,50.0
24/02/2023,162.0,87.0,49.0
25/02/2023,175.0,100.0,56.0
26/02/2023,131.0,85.0,44.0
27/02/2023,109.0,81.0,39.0
28/02/2023,93.0,76.0,50.0
01/03/2023,113.0,96.0,47.0
02/03/2023,132.0,92.0,35.0
03/03/2023,158.0,101.0,52.0
04/03/2023,167.0,88.0,58.0
05/03/2023,130.0,78.0,43.0
06/03/2023,114.0,78.0,39.0
07/03/2023,111.0,79.0,43.0
08/03/2023,94.0,89.0,44.0
09/03/2023,170.0,86.0,43.0
10/03/2023,157.0,92.0,42.0
11/03/2023,173.0,104.0,40.0
12/03/2023,113.0,90.0,42.0
13/03/2023,0.0,0.0,0.0
14/03/2023,69.0,67.0,37.0
15/03/2023,107.0,90.0,27.0
16/03/2023,129.0,95.0,36.0
17/03/2023,176.0,99.0,47.0
18/03/2023,181.0,97.0,43.0
19/03/2023,142.0,74.0,51.0
20/03/2023,110.0,68.0,42.0
21/03/2023,92.0,75.0,50.0
22/03/2023,116.0,71.0,46.0
23/03/2023,132.0,82.0,46.0
24/03/2023,156.0,80.0,50.0
25/03/2023,170.0,96.0,41.0
26/03/2023,126.0,73.0,48.0
27/03/2023,127.0,73.0,45.0
28/03/2023,92.0,78.0,48.0
29/03/2023,102.0,74.0,52.0
30/03/2023,119.0,78.0,37.0
31/03/2023,151.0,84.0,53.0
01/04/2023,173.0,89.0,53.0
02/04/2023,137.0,88.0,49.0
03/04/2023,134.0,78.0,45.0
04/04/2023,94.0,84.0,48.0
05/04/2023,138.0,83.0,47.0
06/04/2023,146.0,89.0,43.0
07/04/2023,201.0,85.0,49.0
08/04/2023,191.0,85.0,41.0
09/04/2023,198.0,78.0,64.0
10/04/2023,154.0,79.0,68.0
11/04/2023,81.0,71.0,53.0
12/04/2023,115.0,77.0,52.0
13/04/2023,142.0,76.0,51.0
14/04/2023,130.0,73.0,51.0
15/04/2023,169.0,99.0,47.0
16/04/2023,134.0,73.0,57.0
17/04/2023,113.0,85.0,48.0
18/04/2023,105.0,85.0,51.0
19/04/2023,114.0,88.0,52.0
20/04/2023,140.0,74.0,55.0
21/04/2023,115.0,89.0,61.0
22/04/2023,187.0,99.0,58.0
23/04/2023,163.0,91.0,58.0
24/04/2023,118.0,97.0,55.0
25/04/2023,116.0,81.0,64.0
26/04/2023,132.0,85.0,54.0
27/04/2023,112.0,67.0,59.0
28/04/2023,164.0,72.0,61.0
29/04/2023,190.0,90.0,55.0
30/04/2023,158.0,88.0,66.0
01/05/2023,136.0,88.0,54.0
02/05/2023,132.0,89.0,56.0
03/05/2023,175.0,105.0,44.0
04/05/2023,153.0,98.0,63.0
05/05/2023,168.0,81.0,59.0
06/05/2023,174.0,82.0,64.0
07/05/2023,129.0,84.0,62.0
08/05/2023,130.0,84.0,52.0
09/05/2023,106.0,98.0,55.0
10/05/2023,116.0,105.0,54.0
11/05/2023,146.0,93.0,61.0
12/05/2023,193.0,80.0,65.0
13/05/2023,187.0,80.0,57.0
14/05/2023,159.0,99.0,60.0
15/05/2023,114.0,85.0,53.0
16/05/2023,97.0,84.0,55.0
17/05/2023,123.0,101.0,55.0
18/05/2023,182.0,94.0,60.0
19/05/2023,153.0,94.0,64.0
20/05/2023,177.0,86.0,62.0
21/05/2023,132.0,85.0,62.0
22/05/2023,141.0,72.0,55.0
23/05/2023,111.0,79.0,56.0
24/05/2023,127.0,106.0,54.0
25/05/2023,146.0,97.0,60.0
26/05/2023,121.0,100.0,64.0
27/05/2023,171.0,103.0,64.0
28/05/2023,151.0,85.0,62.0
29/05/2023,140.0,91.0,63.0
30/05/2023,50.0,87.0,49.0
31/05/2023,97.0,88.0,52.0
01/06/2023,149.0,107.0,57.0
02/06/2023,175.0,89.0,67.0
03/06/2023,163.0,109.0,67.0
04/06/2023,150.0,80.0,74.0
05/06/2023,154.0,61.0,53.0
06/06/2023,149.0,91.0,56.0
07/06/2023,139.0,103.0,53.0
08/06/2023,163.0,85.0,60.0
09/06/2023,177.0,98.0,64.0
10/06/2023,149.0,104.0,69.0
11/06/2023,143.0,77.0,69.0
12/06/2023,141.0,73.0,53.0
13/06/2023,121.0,58.0,62.0
14/06/2023,144.0,92.0,53.0
15/06/2023,168.0,80.0,60.0
16/06/2023,170.0,110.0,69.0
17/06/2023,128.0,88.0,60.0
18/06/2023,145.0,72.0,74.0
19/06/2023,140.0,82.0,53.0
20/06/2023,125.0,76.0,57.0
21/06/2023,126.0,101.0,53.0
22/06/2023,153.0,102.0,62.0
23/06/2023,177.0,88.0,66.0
24/06/2023,167.0,87.0,54.0
25/06/2023,137.0,75.0,59.0
26/06/2023,151.0,88.0,35.0
27/06/2023,127.0,71.0,63.0
28/06/2023,129.0,101.0,54.0
29/06/2023,155.0,85.0,59.0
30/06/2023,186.0,102.0,64.0
01/07/2023,165.0,62.0,64.0
02/07/2023,166.0,62.0,65.0
03/07/2023,130.0,88.0,40.0
04/07/2023,124.0,77.0,55.0
05/07/2023,74.0,76.0,51.0
06/07/2023,183.0,94.0,58.0
07/07/2023,184.0,92.0,66.0
08/07/2023,144.0,88.0,58.0
09/07/2023,134.0,83.0,47.0
10/07/2023,126.0,94.0,55.0
11/07/2023,129.0,95.0,48.0
12/07/2023,114.0,106.0,54.0
13/07/2023,162.0,103.0,62.0
14/07/2023,165.0,98.0,68.0
15/07/2023,148.0,90.0,59.0
16/07/2023,152.0,98.0,46.0
17/07/2023,138.0,104.0,49.0
18/07/2023,110.0,83.0,63.0
19/07/2023,139.0,103.0,54.0
20/07/2023,176.0,101.0,61.0
21/07/2023,174.0,77.0,61.0
22/07/2023,160.0,99.0,36.0
23/07/2023,149.0,100.0,67.0
24/07/2023,116.0,99.0,39.0
25/07/2023,124.0,105.0,54.0
26/07/2023,129.0,99.0,46.0
27/07/2023,160.0,84.0,59.0
28/07/2023,161.0,101.0,67.0
29/07/2023,135.0,104.0,61.0
30/07/2023,128.0,99.0,69.0
31/07/2023,125.0,85.0,62.0
01/08/2023,115.0,90.0,62.0
02/08/2023,128.0,111.0,53.0
03/08/2023,154.0,103.0,70.0
04/08/2023,165.0,106.0,64.0
05/08/2023,134.0,98.0,64.0
06/08/2023,126.0,96.0,67.0
07/08/2023,169.0,121.0,51.0
08/08/2023,151.0,103.0,55.0
09/08/2023,153.0,98.0,51.0
10/08/2023,172.0,99.0,76.0
11/08/2023,141.0,85.0,70.0
12/08/2023,145.0,82.0,53.0
13/08/2023,146.0,70.0,78.0
14/08/2023,152.0,90.0,52.0
15/08/2023,148.0,89.0,45.0
16/08/2023,164.0,98.0,40.0
17/08/2023,129.0,94.0,58.0
18/08/2023,167.0,99.0,65.0
19/08/2023,124.0,97.0,56.0
20/08/2023,105.0,94.0,65.0
21/08/2023,129.0,70.0,67.0
22/08/2023,166.0,86.0,49.0
23/08/2023,163.0,96.0,47.0
24/08/2023,137.0,102.0,58.0
25/08/2023,137.0,76.0,59.0
26/08/2023,194.0,89.0,68.0
27/08/2023,114.0,73.0,56.0
28/08/2023,126.0,67.0,61.0
29/08/2023,154.0,87.0,54.0
30/08/2023,142.0,97.0,53.0
31/08/2023,122.0,97.0,56.0
01/09/2023,148.0,104.0,51.0
02/09/2023,200.0,98.0,59.0
03/09/2023,127.0,71.0,52.0
04/09/2023,125.0,64.0,54.0
05/09/2023,149.0,84.0,56.0
06/09/2023,126.0,74.0,51.0
07/09/2023,140.0,83.0,58.0
08/09/2023,171.0,96.0,66.0
09/09/2023,174.0,97.0,59.0
10/09/2023,138.0,89.0,61.0
11/09/2023,137.0,66.0,47.0
12/09/2023,134.0,82.0,48.0
13/09/2023,125.0,83.0,54.0
14/09/2023,154.0,91.0,121.0
15/09/2023,209.0,95.0,74.0
16/09/2023,179.0,108.0,46.0
17/09/2023,153.0,91.0,67.0
18/09/2023,127.0,77.0,52.0
19/09/2023,120.0,86.0,51.0
20/09/2023,124.0,81.0,46.0
21/09/2023,137.0,101.0,52.0
22/09/2023,182.0,84.0,68.0
23/09/2023,189.0,96.0,58.0
24/09/2023,148.0,82.0,55.0
25/09/2023,128.0,94.0,48.0
26/09/2023,120.0,92.0,52.0
27/09/2023,120.0,78.0,50.0
28/09/2023,167.0,83.0,57.0
29/09/2023,187.0,90.0,61.0
30/09/2023,203.0,114.0,60.0
01/10/2023,143.0,94.0,57.0
02/10/2023,138.0,91.0,56.0
03/10/2023,121.0,103.0,41.0
04/10/2023,118.0,93.0,48.0
05/10/2023,147.0,88.0,50.0
06/10/2023,171.0,79.0,59.0
07/10/2023,185.0,91.0,49.0
08/10/2023,144.0,84.0,70.0
09/10/2023,129.0,93.0,48.0
10/10/2023,132.0,82.0,55.0
11/10/2023,139.0,98.0,51.0
12/10/2023,146.0,95.0,50.0
13/10/2023,178.0,86.0,64.0
14/10/2023,202.0,119.0,54.0
15/10/2023,159.0,81.0,51.0
16/10/2023,125.0,97.0,25.0
17/10/2023,140.0,101.0,47.0
18/10/2023,138.0,82.0,46.0
19/10/2023,182.0,94.0,61.0
20/10/2023,170.0,102.0,63.0
21/10/2023,154.0,83.0,29.0
22/10/2023,155.0,62.0,42.0
23/10/2023,124.0,68.0,52.0
24/10/2023,139.0,83.0,50.0
25/10/2023,164.0,90.0,54.0
26/10/2023,161.0,76.0,51.0
27/10/2023,202.0,85.0,55.0
28/10/2023,187.0,96.0,35.0
29/10/2023,157.0,81.0,47.0
30/10/2023,131.0,65.0,63.0
31/10/2023,135.0,72.0,41.0
01/11/2023,185.0,91.0,53.0
02/11/2023,187.0,89.0,66.0
03/11/2023,161.0,80.0,63.0
04/11/2023,215.0,107.0,55.0
05/11/2023,185.0,102.0,61.0
06/11/2023,138.0,79.0,61.0
07/11/2023,135.0,76.0,63.0
08/11/2023,157.0,87.0,52.0
09/11/2023,152.0,111.0,51.0
10/11/2023,201.0,108.0,68.0
11/11/2023,184.0,89.0,60.0
12/11/2023,167.0,91.0,56.0
13/11/2023,142.0,71.0,56.0
14/11/2023,150.0,63.0,58.0
15/11/2023,188.0,99.0,58.0
16/11/2023,195.0,99.0,60.0
17/11/2023,218.0,109.0,64.0
18/11/2023,218.0,102.0,61.0
19/11/2023,173.0,90.0,64.0
20/11/2023,134.0,74.0,54.0
21/11/2023,137.0,85.0,62.0
22/11/2023,148.0,80.0,53.0
23/11/2023,160.0,87.0,58.0
24/11/2023,167.0,96.0,47.0
25/11/2023,229.0,83.0,41.0
26/11/2023,181.0,65.0,68.0
27/11/2023,110.0,82.0,50.0
28/11/2023,115.0,78.0,54.0
29/11/2023,122.0,86.0,54.0
30/11/2023,155.0,85.0,59.0
01/12/2023,192.0,91.0,64.0
02/12/2023,210.0,98.0,36.0
03/12/2023,152.0,84.0,64.0
04/12/2023,146.0,67.0,51.0
05/12/2023,127.0,73.0,53.0
06/12/2023,119.0,83.0,53.0
07/12/2023,155.0,70.0,70.0
08/12/2023,190.0,94.0,65.0
09/12/2023,215.0,91.0,58.0
10/12/2023,134.0,76.0,45.0
11/12/2023,106.0,63.0,44.0
12/12/2023,105.0,56.0,45.0
13/12/2023,135.0,75.0,36.0
14/12/2023,127.0,97.0,57.0
15/12/2023,166.0,98.0,61.0
16/12/2023,188.0,96.0,44.0
17/12/2023,128.0,80.0,52.0
18/12/2023,109.0,81.0,52.0
19/12/2023,115.0,74.0,44.0
20/12/2023,123.0,63.0,31.0
21/12/2023,128.0,78.0,46.0
22/12/2023,177.0,85.0,48.0
23/12/2023,168.0,89.0,45.0
24/12/2023,51.0,43.0,38.0
25/12/2023,157.0,85.0,66.0
26/12/2023,175.0,79.0,69.0
27/12/2023,201.0,87.0,51.0
28/12/2023,156.0,84.0,48.0
29/12/2023,170.0,102.0,47.0
30/12/2023,143.0,87.0,60.0
31/12/2023,194.0,93.0,26.0
01/01/2024,137.0,74.0,54.0
02/01/2024,130.0,67.0,47.0
03/01/2024,143.0,73.0,40.0
04/01/2024,148.0,71.0,47.0
05/01/2024,150.0,85.0,59.0
06/01/2024,165.0,88.0,64.0
07/01/2024,105.0,80.0,58.0
08/01/2024,88.0,50.0,47.0
09/01/2024,76.0,57.0,52.0
10/01/2024,92.0,61.0,54.0
